,author,num_pages_grp,count
813,Andy Griffiths,750-999,0
814,Andy Griffiths,>=1000,0
815,Andy Hertzfeld,<250,0
816,Andy Hertzfeld,250-499,1
817,Andy Hertzfeld,500-749,0
818,Andy Hertzfeld,750-999,0
819,Andy Hertzfeld,>=1000,0
820,Andy Hunt,<250,1
821,Andy Hunt,250-499,0
822,Andy Hunt,500-749,0
823,Andy Hunt,750-999,0
824,Andy Hunt,>=1000,0
825,Andy McNab,<250,1
826,Andy McNab,250-499,0
827,Andy McNab,500-749,0
828,Andy McNab,750-999,0
829,Andy McNab,>=1000,0
830,Andy Warhol,<250,0
831,Andy Warhol,250-499,1
832,Andy Warhol,500-749,0
833,Andy Warhol,750-999,0
834,Andy Warhol,>=1000,0
835,Angela Knight,<250,0
836,Angela Knight,250-499,0
837,Angela Knight,500-749,1
838,Angela Knight,750-999,0
839,Angela Knight,>=1000,0
840,Angus Gellatly,<250,0
841,Angus Gellatly,250-499,1
842,Angus Gellatly,500-749,0
843,Angus Gellatly,750-999,0
844,Angus Gellatly,>=1000,0
845,Angus Wells,<250,0
846,Angus Wells,250-499,1
847,Angus Wells,500-749,0
848,Angus Wells,750-999,0
849,Angus Wells,>=1000,0
850,Anita Desai,<250,0
851,Anita Desai,250-499,0
852,Anita Desai,500-749,0
853,Anita Desai,750-999,0
854,Anita Desai,>=1000,1
855,Anita Diamant,<250,1
856,Anita Diamant,250-499,0
857,Anita Diamant,500-749,0
858,Anita Diamant,750-999,0
859,Anita Diamant,>=1000,0
860,Anita Shreve,<250,0
861,Anita Shreve,250-499,0
862,Anita Shreve,500-749,0
863,Anita Shreve,750-999,1
864,Anita Shreve,>=1000,0
865,Anita Thompson,<250,1
866,Anita Thompson,250-499,0
867,Anita Thompson,500-749,0
868,Anita Thompson,750-999,0
869,Anita Thompson,>=1000,0
870,Ann  O'Leary,<250,0
871,Ann  O'Leary,250-499,1
872,Ann  O'Leary,500-749,0
873,Ann  O'Leary,750-999,0
874,Ann  O'Leary,>=1000,0
875,Ann Abramson,<250,1
876,Ann Abramson,250-499,0
877,Ann Abramson,500-749,0
878,Ann Abramson,750-999,0
879,Ann Abramson,>=1000,0
880,Ann Bausum,<250,0
881,Ann Bausum,250-499,1
882,Ann Bausum,500-749,0
883,Ann Bausum,750-999,0
884,Ann Bausum,>=1000,0
885,Ann Beattie,<250,1
886,Ann Beattie,250-499,0
887,Ann Beattie,500-749,0
888,Ann Beattie,750-999,0
889,Ann Beattie,>=1000,0
890,Ann Brashares,<250,1
891,Ann Brashares,250-499,0
892,Ann Brashares,500-749,0
893,Ann Brashares,750-999,0
894,Ann Brashares,>=1000,0
895,Ann Finding,<250,0
896,Ann Finding,250-499,1
897,Ann Finding,500-749,0
898,Ann Finding,750-999,0
899,Ann Finding,>=1000,0
900,Ann Granger,<250,0
901,Ann Granger,250-499,0
902,Ann Granger,500-749,1
903,Ann Granger,750-999,0
904,Ann Granger,>=1000,0
905,Ann Hewetson,<250,1
906,Ann Hewetson,250-499,0
907,Ann Hewetson,500-749,0
908,Ann Hewetson,750-999,0
909,Ann Hewetson,>=1000,0
910,Ann Hodgman,<250,1
911,Ann Hodgman,250-499,0
912,Ann Hodgman,500-749,0
913,Ann Hodgman,750-999,0
914,Ann Hodgman,>=1000,0
915,Ann M. Martin,<250,1
916,Ann M. Martin,250-499,0
917,Ann M. Martin,500-749,0
918,Ann M. Martin,750-999,0
919,Ann M. Martin,>=1000,0
920,Ann Major,<250,1
921,Ann Major,250-499,0
922,Ann Major,500-749,0
923,Ann Major,750-999,0
924,Ann Major,>=1000,0
925,Ann Margaret Lewis,<250,0
926,Ann Margaret Lewis,250-499,0
927,Ann Margaret Lewis,500-749,0
928,Ann Margaret Lewis,750-999,0
929,Ann Margaret Lewis,>=1000,1
930,Ann Maxwell,<250,0
931,Ann Maxwell,250-499,0
932,Ann Maxwell,500-749,1
933,Ann Maxwell,750-999,0
934,Ann Maxwell,>=1000,0
935,Ann Packer,<250,0
936,Ann Packer,250-499,1
937,Ann Packer,500-749,0
938,Ann Packer,750-999,0
939,Ann Packer,>=1000,0
940,Ann Patchett,<250,0
941,Ann Patchett,250-499,1
942,Ann Patchett,500-749,0
943,Ann Patchett,750-999,0
944,Ann Patchett,>=1000,0
945,Ann Rinaldi,<250,0
946,Ann Rinaldi,250-499,1
947,Ann Rinaldi,500-749,0
948,Ann Rinaldi,750-999,0
949,Ann Rinaldi,>=1000,0
950,Ann Romines,<250,0
951,Ann Romines,250-499,0
952,Ann Romines,500-749,1
953,Ann Romines,750-999,0
954,Ann Romines,>=1000,0
955,Ann Rule,<250,1
956,Ann Rule,250-499,0
957,Ann Rule,500-749,0
958,Ann Rule,750-999,0
959,Ann Rule,>=1000,0
960,Ann Thwaite,<250,0
961,Ann Thwaite,250-499,0
962,Ann Thwaite,500-749,1
963,Ann Thwaite,750-999,0
964,Ann Thwaite,>=1000,0
965,Ann-Marie MacDonald,<250,1
966,Ann-Marie MacDonald,250-499,0
967,Ann-Marie MacDonald,500-749,0
968,Ann-Marie MacDonald,750-999,0
969,Ann-Marie MacDonald,>=1000,0
970,Anna Deavere Smith,<250,0
971,Anna Deavere Smith,250-499,1
972,Anna Deavere Smith,500-749,0
973,Anna Deavere Smith,750-999,0
974,Anna Deavere Smith,>=1000,0
975,Anna J.,<250,0
976,Anna J.,250-499,1
977,Anna J.,500-749,0
978,Anna J.,750-999,0
979,Anna J.,>=1000,0
980,Anna Maxted,<250,0
981,Anna Maxted,250-499,1
982,Anna Maxted,500-749,0
983,Anna Maxted,750-999,0
984,Anna Maxted,>=1000,0
985,Anna Quindlen,<250,0
986,Anna Quindlen,250-499,0
987,Anna Quindlen,500-749,0
988,Anna Quindlen,750-999,0
989,Anna Quindlen,>=1000,1
990,Anna Sewell,<250,1
991,Anna Sewell,250-499,0
992,Anna Sewell,500-749,0
993,Anna Sewell,750-999,0
994,Anna Sewell,>=1000,0
995,Annalee Allen,<250,1
996,Annalee Allen,250-499,0
997,Annalee Allen,500-749,0
998,Annalee Allen,750-999,0
999,Annalee Allen,>=1000,0
1000,Anne Brontë,<250,0
1001,Anne Brontë,250-499,1
1002,Anne Brontë,500-749,0
1003,Anne Brontë,750-999,0
1004,Anne Brontë,>=1000,0
1005,Anne Carson,<250,1
1006,Anne Carson,250-499,0
1007,Anne Carson,500-749,0
1008,Anne Carson,750-999,0
1009,Anne Carson,>=1000,0
1010,Anne Chisholm,<250,0
1011,Anne Chisholm,250-499,1
1012,Anne Chisholm,500-749,0
1013,Anne Chisholm,750-999,0
1014,Anne Chisholm,>=1000,0
1015,Anne Easter Smith,<250,0
1016,Anne Easter Smith,250-499,1
1017,Anne Easter Smith,500-749,0
1018,Anne Easter Smith,750-999,0
1019,Anne Easter Smith,>=1000,0
1020,Anne Fadiman,<250,1
1021,Anne Fadiman,250-499,0
1022,Anne Fadiman,500-749,0
1023,Anne Fadiman,750-999,0
1024,Anne Fadiman,>=1000,0
1025,Anne Hoppus,<250,0
1026,Anne Hoppus,250-499,0
1027,Anne Hoppus,500-749,0
1028,Anne Hoppus,750-999,1
1029,Anne Hoppus,>=1000,0
1030,Anne K. Mellor,<250,1
1031,Anne K. Mellor,250-499,0
1032,Anne K. Mellor,500-749,0
1033,Anne K. Mellor,750-999,0
1034,Anne K. Mellor,>=1000,0
1035,Anne Lamott,<250,1
1036,Anne Lamott,250-499,0
1037,Anne Lamott,500-749,0
1038,Anne Lamott,750-999,0
1039,Anne Lamott,>=1000,0
1040,Anne Macdonald,<250,1
1041,Anne Macdonald,250-499,0
1042,Anne Macdonald,500-749,0
1043,Anne Macdonald,750-999,0
1044,Anne Macdonald,>=1000,0
1045,Anne Mazer,<250,0
1046,Anne Mazer,250-499,1
1047,Anne Mazer,500-749,0
1048,Anne Mazer,750-999,0
1049,Anne Mazer,>=1000,0
1050,Anne McCaffrey,<250,1
1051,Anne McCaffrey,250-499,0
1052,Anne McCaffrey,500-749,0
1053,Anne McCaffrey,750-999,0
1054,Anne McCaffrey,>=1000,0
1055,Anne Michaels,<250,0
1056,Anne Michaels,250-499,1
1057,Anne Michaels,500-749,0
1058,Anne Michaels,750-999,0
1059,Anne Michaels,>=1000,0
1060,Anne Millard,<250,0
1061,Anne Millard,250-499,1
1062,Anne Millard,500-749,0
1063,Anne Millard,750-999,0
1064,Anne Millard,>=1000,0
1065,Anne Moody,<250,1
1066,Anne Moody,250-499,0
1067,Anne Moody,500-749,0
1068,Anne Moody,750-999,0
1069,Anne Moody,>=1000,0
1070,Anne Morrow Lindbergh,<250,0
1071,Anne Morrow Lindbergh,250-499,1
1072,Anne Morrow Lindbergh,500-749,0
1073,Anne Morrow Lindbergh,750-999,0
1074,Anne Morrow Lindbergh,>=1000,0
1075,Anne Rampling,<250,0
1076,Anne Rampling,250-499,0
1077,Anne Rampling,500-749,1
1078,Anne Rampling,750-999,0
1079,Anne Rampling,>=1000,0
1080,Anne Rice,<250,0
1081,Anne Rice,250-499,0
1082,Anne Rice,500-749,1
1083,Anne Rice,750-999,0
1084,Anne Rice,>=1000,0
1085,Anne Stuart,<250,1
1086,Anne Stuart,250-499,0
1087,Anne Stuart,500-749,0
1088,Anne Stuart,750-999,0
1089,Anne Stuart,>=1000,0
1090,Anne Tyler,<250,0
1091,Anne Tyler,250-499,1
1092,Anne Tyler,500-749,0
1093,Anne Tyler,750-999,0
1094,Anne Tyler,>=1000,0
1095,Annie Dillard,<250,0
1096,Annie Dillard,250-499,1
1097,Annie Dillard,500-749,0
1098,Annie Dillard,750-999,0
1099,Annie Dillard,>=1000,0
1100,Annie Proulx,<250,0
1101,Annie Proulx,250-499,0
1102,Annie Proulx,500-749,0
1103,Annie Proulx,750-999,0
1104,Annie Proulx,>=1000,1
1105,Anonymous,<250,0
1106,Anonymous,250-499,1
1107,Anonymous,500-749,0
1108,Anonymous,750-999,0
1109,Anonymous,>=1000,0
1110,Ansel Adams,<250,0
1111,Ansel Adams,250-499,0
1112,Ansel Adams,500-749,0
1113,Ansel Adams,750-999,1
1114,Ansel Adams,>=1000,0
1115,Anthony  Lewis,<250,0
1116,Anthony  Lewis,250-499,1
1117,Anthony  Lewis,500-749,0
1118,Anthony  Lewis,750-999,0
1119,Anthony  Lewis,>=1000,0
1120,Anthony Bourdain,<250,0
1121,Anthony Bourdain,250-499,0
1122,Anthony Bourdain,500-749,1
1123,Anthony Bourdain,750-999,0
1124,Anthony Bourdain,>=1000,0
1125,Anthony Burgess,<250,1
1126,Anthony Burgess,250-499,0
1127,Anthony Burgess,500-749,0
1128,Anthony Burgess,750-999,0
1129,Anthony Burgess,>=1000,0
1130,Anthony D. Pellegrini,<250,1
1131,Anthony D. Pellegrini,250-499,0
1132,Anthony D. Pellegrini,500-749,0
1133,Anthony D. Pellegrini,750-999,0
1134,Anthony D. Pellegrini,>=1000,0
1135,Anthony E. Wolf,<250,0
1136,Anthony E. Wolf,250-499,1
1137,Anthony E. Wolf,500-749,0
1138,Anthony E. Wolf,750-999,0
1139,Anthony E. Wolf,>=1000,0
1140,Anthony F.C. Wallace,<250,0
1141,Anthony F.C. Wallace,250-499,1
1142,Anthony F.C. Wallace,500-749,0
1143,Anthony F.C. Wallace,750-999,0
1144,Anthony F.C. Wallace,>=1000,0
1145,Anthony Grafton,<250,0
1146,Anthony Grafton,250-499,1
1147,Anthony Grafton,500-749,0
1148,Anthony Grafton,750-999,0
1149,Anthony Grafton,>=1000,0
1150,Anthony Hern,<250,1
1151,Anthony Hern,250-499,0
1152,Anthony Hern,500-749,0
1153,Anthony Hern,750-999,0
1154,Anthony Hern,>=1000,0
1155,Anthony J. Cascardi,<250,1
1156,Anthony J. Cascardi,250-499,0
1157,Anthony J. Cascardi,500-749,0
1158,Anthony J. Cascardi,750-999,0
1159,Anthony J. Cascardi,>=1000,0
1160,Anthony Kenny,<250,0
1161,Anthony Kenny,250-499,0
1162,Anthony Kenny,500-749,1
1163,Anthony Kenny,750-999,0
1164,Anthony Kenny,>=1000,0
1165,Anthony Kiedis,<250,1
1166,Anthony Kiedis,250-499,0
1167,Anthony Kiedis,500-749,0
1168,Anthony Kiedis,750-999,0
1169,Anthony Kiedis,>=1000,0
1170,Anthony Loyd,<250,0
1171,Anthony Loyd,250-499,1
1172,Anthony Loyd,500-749,0
1173,Anthony Loyd,750-999,0
1174,Anthony Loyd,>=1000,0
1175,Anthony Mcreavy,<250,1
1176,Anthony Mcreavy,250-499,0
1177,Anthony Mcreavy,500-749,0
1178,Anthony Mcreavy,750-999,0
1179,Anthony Mcreavy,>=1000,0
1180,Anthony Minghella,<250,1
1181,Anthony Minghella,250-499,0
1182,Anthony Minghella,500-749,0
1183,Anthony Minghella,750-999,0
1184,Anthony Minghella,>=1000,0
1185,Anthony Powell,<250,0
1186,Anthony Powell,250-499,0
1187,Anthony Powell,500-749,1
1188,Anthony Powell,750-999,0
1189,Anthony Powell,>=1000,0
1190,Anthony Robbins,<250,0
1191,Anthony Robbins,250-499,0
1192,Anthony Robbins,500-749,0
1193,Anthony Robbins,750-999,0
1194,Anthony Robbins,>=1000,1
1195,Anthony Shadid,<250,0
1196,Anthony Shadid,250-499,0
1197,Anthony Shadid,500-749,1
1198,Anthony Shadid,750-999,0
1199,Anthony Shadid,>=1000,0
1200,Anthony Thorlby,<250,0
1201,Anthony Thorlby,250-499,1
1202,Anthony Thorlby,500-749,0
1203,Anthony Thorlby,750-999,0
1204,Anthony Thorlby,>=1000,0
1205,Antoine de Saint-Exupéry,<250,0
1206,Antoine de Saint-Exupéry,250-499,1
1207,Antoine de Saint-Exupéry,500-749,0
1208,Antoine de Saint-Exupéry,750-999,0
1209,Antoine de Saint-Exupéry,>=1000,0
1210,Anton Chekhov,<250,0
1211,Anton Chekhov,250-499,0
1212,Anton Chekhov,500-749,1
1213,Anton Chekhov,750-999,0
1214,Anton Chekhov,>=1000,0
1215,Anton Myrer,<250,0
1216,Anton Myrer,250-499,1
1217,Anton Myrer,500-749,0
1218,Anton Myrer,750-999,0
1219,Anton Myrer,>=1000,0
1220,Antonia Fraser,<250,1
1221,Antonia Fraser,250-499,0
1222,Antonia Fraser,500-749,0
1223,Antonia Fraser,750-999,0
1224,Antonia Fraser,>=1000,0
1225,Antonia Juhasz,<250,1
1226,Antonia Juhasz,250-499,0
1227,Antonia Juhasz,500-749,0
1228,Antonia Juhasz,750-999,0
1229,Antonia Juhasz,>=1000,0
1230,Antonin Artaud,<250,0
1231,Antonin Artaud,250-499,0
1232,Antonin Artaud,500-749,1
1233,Antonin Artaud,750-999,0
1234,Antonin Artaud,>=1000,0
1235,Antonio Gramsci,<250,1
1236,Antonio Gramsci,250-499,0
1237,Antonio Gramsci,500-749,0
1238,Antonio Gramsci,750-999,0
1239,Antonio Gramsci,>=1000,0
1240,Antonio Negri,<250,0
1241,Antonio Negri,250-499,1
1242,Antonio Negri,500-749,0
1243,Antonio Negri,750-999,0
1244,Antonio Negri,>=1000,0
1245,Antony Beevor,<250,1
1246,Antony Beevor,250-499,0
1247,Antony Beevor,500-749,0
1248,Antony Beevor,750-999,0
1249,Antony Beevor,>=1000,0
1250,Antony Johnston,<250,1
1251,Antony Johnston,250-499,0
1252,Antony Johnston,500-749,0
1253,Antony Johnston,750-999,0
1254,Antony Johnston,>=1000,0
1255,Anya Seton,<250,0
1256,Anya Seton,250-499,0
1257,Anya Seton,500-749,1
1258,Anya Seton,750-999,0
1259,Anya Seton,>=1000,0
1260,Apollodorus,<250,1
1261,Apollodorus,250-499,0
1262,Apollodorus,500-749,0
1263,Apollodorus,750-999,0
1264,Apollodorus,>=1000,0
1265,April Jones Prince,<250,0
1266,April Jones Prince,250-499,1
1267,April Jones Prince,500-749,0
1268,April Jones Prince,750-999,0
1269,April Jones Prince,>=1000,0
1270,Architecture For Humanity,<250,0
1271,Architecture For Humanity,250-499,1
1272,Architecture For Humanity,500-749,0
1273,Architecture For Humanity,750-999,0
1274,Architecture For Humanity,>=1000,0
1275,Ariel Levy,<250,0
1276,Ariel Levy,250-499,1
1277,Ariel Levy,500-749,0
1278,Ariel Levy,750-999,0
1279,Ariel Levy,>=1000,0
1280,Arielle Ford,<250,1
1281,Arielle Ford,250-499,0
1282,Arielle Ford,500-749,0
1283,Arielle Ford,750-999,0
1284,Arielle Ford,>=1000,0
1285,Arien Mack,<250,0
1286,Arien Mack,250-499,1
1287,Arien Mack,500-749,0
1288,Arien Mack,750-999,0
1289,Arien Mack,>=1000,0
1290,Aristophanes,<250,0
1291,Aristophanes,250-499,0
1292,Aristophanes,500-749,1
1293,Aristophanes,750-999,0
1294,Aristophanes,>=1000,0
1295,Aristotle,<250,1
1296,Aristotle,250-499,0
1297,Aristotle,500-749,0
1298,Aristotle,750-999,0
1299,Aristotle,>=1000,0
1300,Armand Marie Leroi,<250,0
1301,Armand Marie Leroi,250-499,0
1302,Armand Marie Leroi,500-749,0
1303,Armand Marie Leroi,750-999,1
1304,Armand Marie Leroi,>=1000,0
1305,Armistead Maupin,<250,1
1306,Armistead Maupin,250-499,0
1307,Armistead Maupin,500-749,0
1308,Armistead Maupin,750-999,0
1309,Armistead Maupin,>=1000,0
1310,Arnold Rampersad,<250,1
1311,Arnold Rampersad,250-499,0
1312,Arnold Rampersad,500-749,0
1313,Arnold Rampersad,750-999,0
1314,Arnold Rampersad,>=1000,0
1315,Arnon Grunberg,<250,1
1316,Arnon Grunberg,250-499,0
1317,Arnon Grunberg,500-749,0
1318,Arnon Grunberg,750-999,0
1319,Arnon Grunberg,>=1000,0
1320,Art Spiegelman,<250,0
1321,Art Spiegelman,250-499,1
1322,Art Spiegelman,500-749,0
1323,Art Spiegelman,750-999,0
1324,Art Spiegelman,>=1000,0
1325,Arthur  Miller,<250,1
1326,Arthur  Miller,250-499,0
1327,Arthur  Miller,500-749,0
1328,Arthur  Miller,750-999,0
1329,Arthur  Miller,>=1000,0
1330,Arthur Agatston,<250,0
1331,Arthur Agatston,250-499,1
1332,Arthur Agatston,500-749,0
1333,Arthur Agatston,750-999,0
1334,Arthur Agatston,>=1000,0
1335,Arthur Bennett,<250,1
1336,Arthur Bennett,250-499,0
1337,Arthur Bennett,500-749,0
1338,Arthur Bennett,750-999,0
1339,Arthur Bennett,>=1000,0
1340,Arthur C. Clarke,<250,1
1341,Arthur C. Clarke,250-499,0
1342,Arthur C. Clarke,500-749,0
1343,Arthur C. Clarke,750-999,0
1344,Arthur C. Clarke,>=1000,0
1345,Arthur Conan Doyle,<250,1
1346,Arthur Conan Doyle,250-499,0
1347,Arthur Conan Doyle,500-749,0
1348,Arthur Conan Doyle,750-999,0
1349,Arthur Conan Doyle,>=1000,0
1350,Arthur Edward Waite,<250,1
1351,Arthur Edward Waite,250-499,0
1352,Arthur Edward Waite,500-749,0
1353,Arthur Edward Waite,750-999,0
1354,Arthur Edward Waite,>=1000,0
1355,Arthur Golden,<250,0
1356,Arthur Golden,250-499,1
1357,Arthur Golden,500-749,0
1358,Arthur Golden,750-999,0
1359,Arthur Golden,>=1000,0
1360,Arthur Herzog III,<250,1
1361,Arthur Herzog III,250-499,0
1362,Arthur Herzog III,500-749,0
1363,Arthur Herzog III,750-999,0
1364,Arthur Herzog III,>=1000,0
1365,Arthur J. Roth,<250,0
1366,Arthur J. Roth,250-499,0
1367,Arthur J. Roth,500-749,0
1368,Arthur J. Roth,750-999,0
1369,Arthur J. Roth,>=1000,1
1370,Arthur Koestler,<250,1
1371,Arthur Koestler,250-499,0
1372,Arthur Koestler,500-749,0
1373,Arthur Koestler,750-999,0
1374,Arthur Koestler,>=1000,0
1375,Arthur Nersesian,<250,0
1376,Arthur Nersesian,250-499,0
1377,Arthur Nersesian,500-749,0
1378,Arthur Nersesian,750-999,0
1379,Arthur Nersesian,>=1000,1
1380,Arthur Plotnik,<250,1
1381,Arthur Plotnik,250-499,0
1382,Arthur Plotnik,500-749,0
1383,Arthur Plotnik,750-999,0
1384,Arthur Plotnik,>=1000,0
1385,Arthur Schopenhauer,<250,1
1386,Arthur Schopenhauer,250-499,0
1387,Arthur Schopenhauer,500-749,0
1388,Arthur Schopenhauer,750-999,0
1389,Arthur Schopenhauer,>=1000,0
1390,Arthur Yorinks,<250,1
1391,Arthur Yorinks,250-499,0
1392,Arthur Yorinks,500-749,0
1393,Arthur Yorinks,750-999,0
1394,Arthur Yorinks,>=1000,0
1395,Arturo Pérez-Reverte,<250,1
1396,Arturo Pérez-Reverte,250-499,0
1397,Arturo Pérez-Reverte,500-749,0
1398,Arturo Pérez-Reverte,750-999,0
1399,Arturo Pérez-Reverte,>=1000,0
1400,Arundhati Roy,<250,1
1401,Arundhati Roy,250-499,0
1402,Arundhati Roy,500-749,0
1403,Arundhati Roy,750-999,0
1404,Arundhati Roy,>=1000,0
1405,Ashley Gardner,<250,1
1406,Ashley Gardner,250-499,0
1407,Ashley Gardner,500-749,0
1408,Ashley Gardner,750-999,0
1409,Ashley Gardner,>=1000,0
1410,Ashley Shannon,<250,0
1411,Ashley Shannon,250-499,1
1412,Ashley Shannon,500-749,0
1413,Ashley Shannon,750-999,0
1414,Ashley Shannon,>=1000,0
1415,Astrid Lindgren,<250,0
1416,Astrid Lindgren,250-499,1
1417,Astrid Lindgren,500-749,0
1418,Astrid Lindgren,750-999,0
1419,Astrid Lindgren,>=1000,0
1420,Atul Gawande,<250,0
1421,Atul Gawande,250-499,1
1422,Atul Gawande,500-749,0
1423,Atul Gawande,750-999,0
1424,Atul Gawande,>=1000,0
1425,Audre Lorde,<250,0
1426,Audre Lorde,250-499,1
1427,Audre Lorde,500-749,0
1428,Audre Lorde,750-999,0
1429,Audre Lorde,>=1000,0
1430,Audrey Niffenegger,<250,0
1431,Audrey Niffenegger,250-499,1
1432,Audrey Niffenegger,500-749,0
1433,Audrey Niffenegger,750-999,0
1434,Audrey Niffenegger,>=1000,0
1435,Audrey Penn,<250,0
1436,Audrey Penn,250-499,1
1437,Audrey Penn,500-749,0
1438,Audrey Penn,750-999,0
1439,Audrey Penn,>=1000,0
1440,Augusten Burroughs,<250,0
1441,Augusten Burroughs,250-499,1
1442,Augusten Burroughs,500-749,0
1443,Augusten Burroughs,750-999,0
1444,Augusten Burroughs,>=1000,0
1445,Augustine of Hippo,<250,1
1446,Augustine of Hippo,250-499,0
1447,Augustine of Hippo,500-749,0
1448,Augustine of Hippo,750-999,0
1449,Augustine of Hippo,>=1000,0
1450,Aurelio Voltaire,<250,1
1451,Aurelio Voltaire,250-499,0
1452,Aurelio Voltaire,500-749,0
1453,Aurelio Voltaire,750-999,0
1454,Aurelio Voltaire,>=1000,0
1455,Avi,<250,0
1456,Avi,250-499,1
1457,Avi,500-749,0
1458,Avi,750-999,0
1459,Avi,>=1000,0
1460,Avigdor Kahalani,<250,0
1461,Avigdor Kahalani,250-499,1
1462,Avigdor Kahalani,500-749,0
1463,Avigdor Kahalani,750-999,0
1464,Avigdor Kahalani,>=1000,0
1465,Ayn Rand,<250,0
1466,Ayn Rand,250-499,1
1467,Ayn Rand,500-749,0
1468,Ayn Rand,750-999,0
1469,Ayn Rand,>=1000,0
1470,Azar Nafisi,<250,0
1471,Azar Nafisi,250-499,1
1472,Azar Nafisi,500-749,0
1473,Azar Nafisi,750-999,0
1474,Azar Nafisi,>=1000,0
1475,B.K. Beckwith,<250,0
1476,B.K. Beckwith,250-499,1
1477,B.K. Beckwith,500-749,0
1478,B.K. Beckwith,750-999,0
1479,B.K. Beckwith,>=1000,0
1480,Babette Rothschild,<250,0
1481,Babette Rothschild,250-499,1
1482,Babette Rothschild,500-749,0
1483,Babette Rothschild,750-999,0
1484,Babette Rothschild,>=1000,0
1485,Babette Smith,<250,1
1486,Babette Smith,250-499,0
1487,Babette Smith,500-749,0
1488,Babette Smith,750-999,0
1489,Babette Smith,>=1000,0
1490,Barack Obama,<250,1
1491,Barack Obama,250-499,0
1492,Barack Obama,500-749,0
1493,Barack Obama,750-999,0
1494,Barack Obama,>=1000,0
1495,Barbara  Newman,<250,0
1496,Barbara  Newman,250-499,1
1497,Barbara  Newman,500-749,0
1498,Barbara  Newman,750-999,0
1499,Barbara  Newman,>=1000,0
1500,Barbara Ann Brennan,<250,0
1501,Barbara Ann Brennan,250-499,1
1502,Barbara Ann Brennan,500-749,0
1503,Barbara Ann Brennan,750-999,0
1504,Barbara Ann Brennan,>=1000,0
1505,Barbara Berst Adams,<250,0
1506,Barbara Berst Adams,250-499,1
1507,Barbara Berst Adams,500-749,0
1508,Barbara Berst Adams,750-999,0
1509,Barbara Berst Adams,>=1000,0
1510,Barbara Bottner,<250,1
1511,Barbara Bottner,250-499,0
1512,Barbara Bottner,500-749,0
1513,Barbara Bottner,750-999,0
1514,Barbara Bottner,>=1000,0
1515,Barbara Bretton,<250,1
1516,Barbara Bretton,250-499,0
1517,Barbara Bretton,500-749,0
1518,Barbara Bretton,750-999,0
1519,Barbara Bretton,>=1000,0
1520,Barbara Cleverly,<250,0
1521,Barbara Cleverly,250-499,1
1522,Barbara Cleverly,500-749,0
1523,Barbara Cleverly,750-999,0
1524,Barbara Cleverly,>=1000,0
1525,Barbara Coloroso,<250,0
1526,Barbara Coloroso,250-499,1
1527,Barbara Coloroso,500-749,0
1528,Barbara Coloroso,750-999,0
1529,Barbara Coloroso,>=1000,0
1530,Barbara Conklin,<250,1
1531,Barbara Conklin,250-499,0
1532,Barbara Conklin,500-749,0
1533,Barbara Conklin,750-999,0
1534,Barbara Conklin,>=1000,0
1535,Barbara Ehrenreich,<250,1
1536,Barbara Ehrenreich,250-499,0
1537,Barbara Ehrenreich,500-749,0
1538,Barbara Ehrenreich,750-999,0
1539,Barbara Ehrenreich,>=1000,0
1540,Barbara Fairchild,<250,0
